"isolate__autocolour","ST__autocolour","Serotype__autocolour","SRA__autocolour","Biosample__autocolour","benchmark_included__autocolour","stx_profile__autocolour","stx_count__autocolour","plasmid_profile__autocolour","plasmid_count__autocolour","ST_plot__autocolour","Serotype_plot__autocolour","plasmid_profile_plot__autocolour","stx_profile_plot__autocolour"
"GCF_030347075.1_ASM3034707v1","95","O2:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030347095.1_ASM3034709v1","95","O2/O50:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030347115.1_ASM3034711v1","95","O2/O50:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030347135.1_ASM3034713v1","95","O1:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030347155.1_ASM3034715v1","95","O1:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030347175.1_ASM3034717v1","95","O2/O50:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030347195.1_ASM3034719v1","23","O78:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030347215.1_ASM3034721v1","155","O78:H51",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030384705.1_ASM3038470v1","141","O2:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030384725.1_ASM3038472v1","540","O9:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030384745.1_ASM3038474v1","45","O25:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030384765.1_ASM3038476v1","10","O141:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030384805.1_ASM3038480v1","442","O146:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030384825.1_ASM3038482v1","1125","O139:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030384845.1_ASM3038484v1","10","O81:H27",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030384885.1_ASM3038488v1","2562","O17:H45",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030388645.1_ASM3038864v1","167","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389165.1_ASM3038916v1","68","O99:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389215.1_ASM3038921v1","70","-:H15",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389235.1_ASM3038923v1","1597","-:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389275.1_ASM3038927v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389295.1_ASM3038929v1","998","O2:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389315.1_ASM3038931v1","131","O16:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389595.1_ASM3038959v1","141","O2:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389655.1_ASM3038965v1","10","-:H32",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389695.1_ASM3038969v1","746","O98:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389715.1_ASM3038971v1","1818","O116:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389735.1_ASM3038973v1","48","O5:H11",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389755.1_ASM3038975v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389775.1_ASM3038977v1","167","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389835.1_ASM3038983v1","38","O1:H15",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389855.1_ASM3038985v1","345","O46/O8/O134:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389925.1_ASM3038992v1","6731","O15:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030389945.1_ASM3038994v1","1072","O51:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030413745.1_ASM3041374v1","75","O112:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030413765.1_ASM3041376v1","971","O21:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030413785.1_ASM3041378v1","2308","O112:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030413805.1_ASM3041380v1","-","O153/O178:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030413845.1_ASM3041384v1","410","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030419025.1_ASM3041902v1","88","O8/O32:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030419045.1_ASM3041904v1","88","O8/O32:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030419065.1_ASM3041906v1","88","O8:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030419085.1_ASM3041908v1","88","O21:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030419105.1_ASM3041910v1","10","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030419125.1_ASM3041912v1","69","O17/O77/O44/O106:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030435895.1_ASM3043589v1","937","O43:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030436695.1_ASM3043669v1","117","O78:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030438435.1_ASM3043843v1","75","O112:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030438455.1_ASM3043845v1","33","O91:H14",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030439225.1_ASM3043922v1","23","O53:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030501455.2_ASM3050145v2","2161","O180:H14",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515175.1_ASM3051517v1","95","O1:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515195.1_ASM3051519v1","11637","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515215.1_ASM3051521v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515235.1_ASM3051523v1","69","O77/O17/O44/O106/O73:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515255.1_ASM3051525v1","1193","O6:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515355.1_ASM3051535v1","95","O2/O50:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515375.1_ASM3051537v1","141","O2:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515405.1_ASM3051540v1","12","O4:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515435.1_ASM3051543v1","567","O83:H33",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515455.1_ASM3051545v1","390","O18:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515475.1_ASM3051547v1","95","O18:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515495.1_ASM3051549v1","95","O2/O50:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515515.1_ASM3051551v1","23","O78:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515535.1_ASM3051553v1","14","O18:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515555.1_ASM3051555v1","127","O6:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515575.1_ASM3051557v1","95","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515595.1_ASM3051559v1","48","-:H33",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030515615.1_ASM3051561v1","73","O6:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030520165.1_ASM3052016v1","167","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030552915.1_ASM3055291v1","1011","-:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030553115.1_ASM3055311v1","167","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030553135.1_ASM3055313v1","167","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030625705.1_ASM3062570v1","95","O2/O50:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030707855.1_ASM3070785v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030707875.1_ASM3070787v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030707895.1_ASM3070789v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030707915.1_ASM3070791v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030707935.1_ASM3070793v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030707955.1_ASM3070795v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030707975.1_ASM3070797v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030707995.1_ASM3070799v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708015.1_ASM3070801v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708035.1_ASM3070803v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708055.1_ASM3070805v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708135.1_ASM3070813v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708155.1_ASM3070815v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708175.1_ASM3070817v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708195.1_ASM3070819v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708215.1_ASM3070821v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708235.1_ASM3070823v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708255.1_ASM3070825v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708275.1_ASM3070827v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708295.1_ASM3070829v1","-","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708315.1_ASM3070831v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708335.1_ASM3070833v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708375.1_ASM3070837v1","410","-:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708395.1_ASM3070839v1","410","-:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708495.1_ASM3070849v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030708535.1_ASM3070853v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030717485.1_ASM3071748v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030717505.1_ASM3071750v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030717525.1_ASM3071752v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030717665.1_ASM3071766v1","602","O15:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030717825.1_ASM3071782v1","2253","O15:H33",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030733925.1_ASM3073392v1","11","O157:H7","SRR25523645","SAMN36841951","yes","stx1a; stx2a",2,"26",1,"11","O157:H7","26","stx1a; stx2a"
"GCF_030734165.1_ASM3073416v1","11","O157:H7","SRR25523643","SAMN36841952","yes","stx1a; stx2a",2,"26",1,"11","O157:H7","26","stx1a; stx2a"
"GCF_030845355.1_ASM3084535v1","1060","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030846015.1_ASM3084601v1","2144","O84:H14",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030847535.1_ASM3084753v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030863925.1_ASM3086392v1","1665","-:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030908665.1_ASM3090866v1","11","O157:H7","SRR25510170","SAMN36828866","yes","stx1a; stx1a; stx2a; stx2a",4,"26; -1",2,"11","O157:H7","Other","Other"
"GCF_030908685.1_ASM3090868v1","11","O157:H7","SRR25603927","SAMN36938186","yes","stx1a; stx2a",2,"26",1,"11","O157:H7","26","stx1a; stx2a"
"GCF_030908705.1_ASM3090870v1","11","O157:H7","SRR25603930","SAMN36938185","yes","stx1a; stx2a",2,"26; -1",2,"11","O157:H7","Other","stx1a; stx2a"
"GCF_030908725.1_ASM3090872v1","11","O157:H7","SRR25551086","SAMN36872530","yes","stx1a; stx2a",2,"26",1,"11","O157:H7","26","stx1a; stx2a"
"GCF_030908745.1_ASM3090874v1","11","O157:H7","SRR25603929","SAMN36938187","yes","stx1a; stx2a",2,"26",1,"11","O157:H7","26","stx1a; stx2a"
"GCF_030988725.1_ASM3098872v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030988825.1_ASM3098882v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030988915.1_ASM3098891v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030991405.1_ASM3099140v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030991425.1_ASM3099142v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030995165.1_ASM3099516v1","641","O87:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030995185.1_ASM3099518v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030995205.1_ASM3099520v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030995245.1_ASM3099524v1","38","O1:H15",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030996405.1_ASM3099640v1","648","O83:H42",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030996425.1_ASM3099642v1","1193","O18:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030996445.1_ASM3099644v1","101","O55:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030996485.1_ASM3099648v1","457","O11:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030996505.1_ASM3099650v1","744","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030996525.1_ASM3099652v1","13037","O9:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030996545.1_ASM3099654v1","44","O89:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030996645.1_ASM3099664v1","648","O1:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030996785.1_ASM3099678v1","1193","O18:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_030998165.1_ASM3099816v1","131","O16:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031167875.1_ASM3116787v1","167","-:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031210105.1_ASM3121010v1","7463","O9:H45",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031354175.1_ASM3135417v1","8829","-:H28",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031357065.1_ASM3135706v1","410","O66:H45",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031357085.1_ASM3135708v1","29","O111:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031432795.1_ASM3143279v1","1607","-:H49",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031432855.1_ASM3143285v1","167","O89:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031432875.1_ASM3143287v1","38","O86:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031543765.1_ASM3154376v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031544605.1_ASM3154460v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031545925.1_ASM3154592v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031547025.1_ASM3154702v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031549445.1_ASM3154944v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031551975.1_ASM3155197v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031554795.1_ASM3155479v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031659955.1_ASM3165995v1","7278","O15:H33",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031660515.1_ASM3166051v1","127","O6:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031661015.1_ASM3166101v1","2778","O79:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031661555.1_ASM3166155v1","4387","O80:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031662355.1_ASM3166235v1","7285","O160/O8:H40",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031663095.1_ASM3166309v1","648","O83:H42",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031663975.1_ASM3166397v1","10","O88:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031664795.1_ASM3166479v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031665995.1_ASM3166599v1","69","O15:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031785675.1_ASM3178567v1","224","O8:H23",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031787095.1_ASM3178709v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031788295.1_ASM3178829v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031852295.1_ASM3185229v1","127","O6:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031852315.1_ASM3185231v1","127","O6:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031852335.1_ASM3185233v1","127","O6:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031852355.1_ASM3185235v1","127","O6:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_031884895.1_ASM3188489v1","-","O105:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032164495.1_ASM3216449v1","206","O124:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032229265.1_ASM3222926v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032292885.1_ASM3229288v1","410","-:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032293625.1_ASM3229362v1","131","O16:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032294365.1_ASM3229436v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032295145.1_ASM3229514v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032295845.1_ASM3229584v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032296485.1_ASM3229648v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032297255.1_ASM3229725v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032298115.1_ASM3229811v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032300135.1_ASM3230013v1","101","O131:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032345195.1_ASM3234519v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032351055.1_ASM3235105v1","2851","O100:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032354275.1_ASM3235427v1","617","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032359195.1_ASM3235919v1","6","O121:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032361125.1_ASM3236112v1","311","O28/O42:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032365155.1_ASM3236515v1","94","O148:H28",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032366635.1_ASM3236663v1","641","O159:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032367395.1_ASM3236739v1","23","O78:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032368225.1_ASM3236822v1","173","O114:H49",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032375085.1_ASM3237508v1","131","O16:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032375105.1_ASM3237510v1","3075","-:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032375125.1_ASM3237512v1","12","O4:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032375145.1_ASM3237514v1","68","O153:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032375165.1_ASM3237516v1","354","O2/O50:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032375185.1_ASM3237518v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032375205.1_ASM3237520v1","131","O16:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032375225.1_ASM3237522v1","93","O11:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032375245.1_ASM3237524v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032375265.1_ASM3237526v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032377095.1_ASM3237709v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032379415.1_ASM3237941v1","752","O51:H40",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032382315.1_ASM3238231v1","48","O21:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032384295.1_ASM3238429v1","297","O154:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032385915.1_ASM3238591v1","131","O16:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032386295.1_ASM3238629v1","1638","O99:H38",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032386315.1_ASM3238631v1","-","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032386835.1_ASM3238683v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032463745.1_ASM3246374v1","10","O82:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032681125.1_ASM3268112v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032681145.1_ASM3268114v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_032681165.1_ASM3268116v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_900088105.1_ASM90008810v2","410","O8:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_900092615.1_PRJEB14041","10","O15:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_900093485.1_NRZ14408_genome","362","O7:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_900096795.1_Ecoli_AG100_Sample3_Doxycycline_Assembly","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_900096845.1_Ecoli_AG100_Sample3_M9_Assembly","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_900149875.1_EPEC1","15","O127:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_900149915.1_EPEC-E2348_69-V2","15","O127:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_900166955.1_E._coli_KV7","57","-:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_900174625.1_WI1-reUpload","1288","O9:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
