"isolate","scheme","ST","adk","fumC","gyrB","icd","mdh","purA","recA","Species","O.type","H.type","Serotype","QC","Evidence","GeneScores","AlleleKeys","GeneIdentities...","GeneCoverages...","GeneContigNames","GeneRanges","GeneLengths","Database","Warnings","SRA","Biosample","benchmark_included","stx_profile","stx_count","plasmid_profile","plasmid_count","Unique","Distinct","Total","Max_count","rep_types","rep_frac_distinct","rep_frac_total"
"GCF_024585565.1_ASM2458556v1","ecoli_achtman_4","542","adk(112)","fumC(11)","gyrB(5)","icd(12)","mdh(8)","purA(8)","recA(86)","-","O71","H4","O71:H4","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:0.99;","O71-1-wzx-origin;O71-2-wzy-origin;H4-1-fliC-origin;","100;99.922;99.429;","100;100;100;","NZ_CP073958.1;NZ_CP073958.1;NZ_CP073958.1;","1839853-1841127;1842532-1843821;1958679-1959728;","1275;1290;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4748745,4819932,5013060,78,71187,0.014769,0.052725
"GCF_024585585.1_ASM2458558v1","ecoli_achtman_4","167","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(13)","recA(2)","-","O89","H9","O89:H9","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;","94.103;93.625;100;","100;100;100;","NZ_CP073962.1;NZ_CP073962.1;NZ_CP073962.1;","3459893-3460672;3460679-3461431;1987603-1989615;","780;753;2013;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4832939,4915865,5089783,80,82926,0.016869,0.050463
"GCF_024585625.1_ASM2458562v1","ecoli_achtman_4","6335","adk(10)","fumC(27)","gyrB(5)","icd(10)","mdh(8)","purA(8)","recA(2)","-","O127","H26","O127:H26","-","Based on 3 allele(s)","wzx:1;wzy:0.997;fliC:1;","O127-2-wzx-origin;O127-4-wzy-origin;H26-4-fliC;","100;99.743;100;","100;100;100;","NZ_CP073974.1;NZ_CP073974.1;NZ_CP073974.1;","92396-93667;94325-95491;198602-200274;","1272;1167;1673;","v1.0 (11-03-2020)","High similarity O-antigen group 4:O90/O127 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4532456,4572095,4697901,82,39639,0.00867,0.035217
"GCF_024585665.1_ASM2458566v1","ecoli_achtman_4","226","adk(10)","fumC(27)","gyrB(5)","icd(8)","mdh(8)","purA(7)","recA(2)","-","O18","H10","O18:H10","-","Based on 3 allele(s)","wzx:1;wzy:0.997;fliC:1;","O18-7-wzx;O18-11-wzy;H10-4-fliC;","100;99.748;100;","100;100;100;","NZ_CP073981.1;NZ_CP073981.1;NZ_CP073981.1;","3380410-3381657;3381716-3382904;3529284-3530545;","1248;1189;1262;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4840791,4901017,5024590,96,60226,0.012288,0.03658
"GCF_024585685.1_ASM2458568v1","ecoli_achtman_4","155","adk(6)","fumC(4)","gyrB(14)","icd(16)","mdh(24)","purA(8)","recA(14)","-","-","H21","-:H21","-","Based on 1 allele(s)","fliC:1;","H21-2-fliC-origin;","100;","100;","NZ_CP073984.1;","2004371-2005846;","1476;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4931819,4996098,5136923,46,64279,0.012866,0.039927
"GCF_024585705.1_ASM2458570v1","ecoli_achtman_4","1716","adk(10)","fumC(27)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(164)","-","O185","H45","O185:H45","-","Based on 3 allele(s)","wzx:0.995;wzy:0.99;fliC:1;","O185-3-wzx;O185-4-wzy;H45-3-fliC;","99.512;98.979;100;","100;100;100;","NZ_CP073988.1;NZ_CP073988.1;NZ_CP073988.1;","1681470-1682903;1679208-1680578;1839837-1841543;","1434;1371;1707;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4577545,4621768,4741498,79,44223,0.009568,0.034578
"GCF_024585725.1_ASM2458572v1","ecoli_achtman_4","410","adk(6)","fumC(4)","gyrB(12)","icd(1)","mdh(20)","purA(18)","recA(7)","-","-","H9","-:H9","-","Based on 1 allele(s)","fliC:1;","H9-1-fliC-origin;","99.95;","100;","NZ_CP073994.1;","1988416-1990428;","2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4732592,4770828,4879381,55,38236,0.008015,0.030084
"GCF_024585745.1_ASM2458574v1","ecoli_achtman_4","9362","adk(64)","fumC(6)","gyrB(4)","icd(8)","mdh(9)","purA(8)","recA(7)","-","-","H2","-:H2","-","Based on 1 allele(s)","fliC:1;","H2-2-fliC-origin;","100;","100;","NZ_CP073996.1;","1063524-1065017;","1494;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4651952,4695531,4814841,70,43579,0.009281,0.033831
"GCF_024585765.1_ASM2458576v1","ecoli_achtman_4","772","adk(6)","fumC(11)","gyrB(4)","icd(149)","mdh(8)","purA(8)","recA(2)","-","-","H11","-:H11","-","Based on 1 allele(s)","fliC:1;","H11-4-fliC;","100;","100;","NZ_CP074001.1;","1916817-1918275;","1459;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4600429,4655656,4818073,73,55227,0.011862,0.045172
"GCF_024585785.1_ASM2458578v1","ecoli_achtman_4","9361","adk(6)","fumC(1307)","gyrB(815)","icd(1)","mdh(8)","purA(18)","recA(2)","-","-","H5","-:H5","-","Based on 1 allele(s)","fliC:1;","H5-13-fliC;","100;","100;","NZ_CP074005.1;","1954368-1955678;","1311;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4513089,4552798,4692468,81,39709,0.008722,0.038227
"GCF_024585805.1_ASM2458580v1","ecoli_achtman_4","165","adk(10)","fumC(27)","gyrB(5)","icd(10)","mdh(12)","purA(8)","recA(2)","-","O166","H21","O166:H21","-","Based on 3 allele(s)","wzx:1;wzy:0.997;fliC:1;","O166-1-wzx-origin;O166-4-wzy;H21-2-fliC-origin;","100;99.721;100;","100;100;100;","NZ_CP074007.1;NZ_CP074007.1;NZ_CP074007.1;","2136801-2138054;2138945-2140018;2246683-2248158;","1254;1074;1476;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4874814,4926988,5048518,80,52174,0.010589,0.034407
"GCF_024585825.1_ASM2458582v1","ecoli_achtman_4","710","adk(6)","fumC(153)","gyrB(4)","icd(91)","mdh(7)","purA(8)","recA(6)","-","O150","H30","O150:H30","-","Based on 3 allele(s)","wzx:0.999;wzy:1;fliC:0.99;","O150-5-wzx;O150-8-wzy;H30-1-fliC-origin;","99.867;100;99.299;","100;100;100;","NZ_CP074012.1;NZ_CP074012.1;NZ_CP074012.1;","1856064-1857566;1861444-1862541;1967831-1969543;","1503;1098;1713;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4621208,4669187,4840032,72,47979,0.010276,0.045211
"GCF_024585845.1_ASM2458584v1","ecoli_achtman_4","2599","adk(267)","fumC(6)","gyrB(5)","icd(26)","mdh(9)","purA(13)","recA(98)","-","O116","H9","O116:H9","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O116-4-wzx-origin;O116-3-wzy-origin;H9-4-fliC;","100;100;100;","100;100;100;","NZ_CP074019.1;NZ_CP074019.1;NZ_CP074019.1;","2786681-2788108;2782417-2783622;2665927-2667939;","1428;1206;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4919894,4962173,5060571,42,42279,0.00852,0.027799
"GCF_024585865.1_ASM2458586v1","ecoli_achtman_4","1397","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(21)","recA(2)","-","O42/O28","H32","O42/O28:H32","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:1;","O42-2-wzx-origin/O28-2-wzx-origin;O42-3-wzy-origin/O28-5-wzy-origin;H32-2-fliC;","100;99.928;99.942;","100;100;100;","NZ_CP074024.1;NZ_CP074024.1;NZ_CP074024.1;","1820987-1822057;1823229-1824608;1931676-1933388;","1071;1380;1713;","v1.0 (11-03-2020)","High similarity O-antigen group 2:O28/O42 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4576074,4616061,4724029,78,39987,0.008663,0.03132
"GCF_024585885.1_ASM2458588v1","ecoli_achtman_4","58","adk(6)","fumC(4)","gyrB(4)","icd(16)","mdh(24)","purA(8)","recA(14)","-","-","H37","-:H37","-","Based on 1 allele(s)","fliC:1;","H37-1-fliC-origin;","99.941;","100;","NZ_CP074028.1;","197804-199489;","1686;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4656277,4702654,4818539,45,46377,0.009862,0.033675
"GCF_024585905.1_ASM2458590v1","ecoli_achtman_4","457","adk(101)","fumC(88)","gyrB(97)","icd(108)","mdh(26)","purA(79)","recA(2)","-","O11","H25","O11:H25","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O11-4-wzx;O11-5-wzy;H25-14-fliC;","100;100;100;","100;100;100;","NZ_CP074031.1;NZ_CP074031.1;NZ_CP074031.1;","3088362-3089597;3086396-3087631;2906459-2907778;","1236;1236;1320;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4936769,5013164,5134210,31,76395,0.015239,0.038456
"GCF_024585925.1_ASM2458592v1","ecoli_achtman_4","162","adk(9)","fumC(65)","gyrB(5)","icd(1)","mdh(9)","purA(13)","recA(6)","-","-","H19","-:H19","-","Based on 1 allele(s)","fliC:1;","H19-4-fliC;","99.945;","100;","NZ_CP074033.1;","203282-205113;","1832;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5000030,5070333,5201574,40,70303,0.013866,0.038747
"GCF_024585945.1_ASM2458594v1","ecoli_achtman_4","641","adk(9)","fumC(6)","gyrB(33)","icd(131)","mdh(24)","purA(8)","recA(7)","-","O70","H10","O70:H10","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O70-1-wzx-origin;O70-2-wzy-origin;H10-22-fliC;","100;100;100;","100;100;100;","NZ_CP074042.1;NZ_CP074042.1;NZ_CP074042.1;","1816867-1818117;1819614-1820894;1922822-1924084;","1251;1281;1263;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4628472,4665641,4800331,43,37169,0.007967,0.035801
"GCF_024585965.1_ASM2458596v1","ecoli_achtman_4","48","adk(6)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O60","H9","O60:H9","-","Based on 3 allele(s)","wzm:1;wzt:0.999;fliC:1;","O60-1-wzm-origin;O60-2-wzt-origin;H9-3-fliC;","100;99.917;100;","100;100;100;","NZ_CP074047.1;NZ_CP074047.1;NZ_CP074047.1;","1741266-1742060;1742065-1743273;1867343-1869355;","795;1209;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4818417,4890586,5046385,76,72169,0.014757,0.045175
"GCF_024585985.1_ASM2458598v1","ecoli_achtman_4","648","adk(92)","fumC(4)","gyrB(87)","icd(96)","mdh(70)","purA(58)","recA(2)","-","O83","H42","O83:H42","-","Based on 3 allele(s)","wzx:0.999;wzy:0.999;fliC:1;","O83-3-wzx-origin;O83-2-wzy-origin;H42-13-fliC;","99.855;99.919;100;","100;100;100;","NZ_CP074052.1;NZ_CP074052.1;NZ_CP074052.1;","1977509-1978885;1978882-1980117;2083979-2085258;","1377;1236;1280;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5042247,5088142,5178894,30,45895,0.00902,0.026385
"GCF_024599975.1_ASM2459997v1","ecoli_achtman_4","70","adk(34)","fumC(36)","gyrB(28)","icd(25)","mdh(28)","purA(16)","recA(4)","-","O7","H15","O7:H15","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O7-10-wzx;O7-32-wzy;H15-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP102244.1;NZ_CP102244.1;NZ_CP102244.1;","1939662-1941092;1944348-1945498;2139788-2141476;","1431;1151;1689;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5053237,5120009,5229916,27,66772,0.013041,0.033782
"GCF_024662075.1_ASM2466207v1","ecoli_achtman_4","69","adk(21)","fumC(35)","gyrB(27)","icd(6)","mdh(5)","purA(5)","recA(4)","-","O15","H18","O15:H18","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP102488.1;NZ_CP102488.1;NZ_CP102488.1;","488438-489682;490714-491892;632987-634651;","1245;1179;1665;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5181210,5271124,5437895,51,89914,0.017058,0.047203
"GCF_024662255.1_ASM2466225v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","-","H37","-:H37","-","Based on 1 allele(s)","fliC:1;","H37-1-fliC-origin;","100;","100;","NZ_CP097213.1;","1996434-1998119;","1686;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4771616,4834385,4967274,81,62769,0.012984,0.039389
"GCF_024700745.2_ASM2470074v2","ecoli_achtman_4","48","adk(6)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O30","H11","O30:H11","-","Based on 3 allele(s)","wzx:0.998;wzy:0.998;fliC:1;","O30-1-wzx-origin;O30-2-wzy-origin;H11-4-fliC;","99.834;99.756;100;","100;100;100;","NZ_CP117010.1;NZ_CP117010.1;NZ_CP117010.1;","2858286-2859491;2859488-2860714;2751030-2752488;","1206;1227;1459;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4601191,4647425,4767185,78,46234,0.009948,0.03482
"GCF_024700815.2_ASM2470081v2","ecoli_achtman_4","349","adk(34)","fumC(36)","gyrB(39)","icd(87)","mdh(67)","purA(16)","recA(4)","-","O15","H15","O15:H15","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O15-4-wzx;O15-10-wzy;H15-1-fliC-origin;","100;100;99.941;","100;100;100;","NZ_CP117013.1;NZ_CP117013.1;NZ_CP117013.1;","2000547-2001791;2002824-2004002;2223901-2225589;","1245;1179;1689;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5157714,5231722,5359167,42,74008,0.014146,0.03759
"GCF_024700835.2_ASM2470083v2","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O89","H9","O89:H9","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;","94.103;93.625;100;","100;100;100;","NZ_CP116929.1;NZ_CP116929.1;NZ_CP116929.1;","3196013-3196792;3195254-3196006;1821898-1823910;","780;753;2013;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4477748,4519663,4628865,79,41915,0.009274,0.032647
"GCF_024700875.2_ASM2470087v2","ecoli_achtman_4","44","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(7)","-","O89","H4","O89:H4","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H4-15-fliC;","94.103;93.625;100;","100;100;100;","NZ_CP116994.1;NZ_CP116994.1;NZ_CP116994.1;","4372057-4372836;4372843-4373595;1125237-1126286;","780;753;1050;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4792157,4860688,5020866,66,68531,0.014099,0.045552
"GCF_024700885.2_ASM2470088v2","ecoli_achtman_4","349","adk(34)","fumC(36)","gyrB(39)","icd(87)","mdh(67)","purA(16)","recA(4)","-","O15","H15","O15:H15","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O15-4-wzx;O15-10-wzy;H15-1-fliC-origin;","100;100;99.941;","100;100;100;","NZ_CP117016.1;NZ_CP117016.1;NZ_CP117016.1;","951925-953169;949714-950892;728126-729814;","1245;1179;1689;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5150244,5226535,5359596,41,76291,0.014597,0.039061
"GCF_024730765.1_ASM2473076v1","ecoli_achtman_4","-","adk(100)","fumC(23)","gyrB(7)","icd(~45)","mdh(7)","purA(35)","recA(7)","-","O88","H45","O88:H45","-","Based on 3 allele(s)","wzx:0.995;wzy:0.998;fliC:0.99;","O88-1-wzx-origin;O88-2-wzy-origin;H45-2-fliC;","99.52;99.765;98.594;","100;100;100;","NZ_CP092500.1;NZ_CP092500.1;NZ_CP092500.1;","1677832-1679289;1680222-1681496;1758728-1760434;","1458;1275;1707;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4224913,4260827,4454190,124,35914,0.008429,0.051474
"GCF_024734095.1_ASM2473409v1","ecoli_achtman_4","155","adk(6)","fumC(4)","gyrB(14)","icd(16)","mdh(24)","purA(8)","recA(14)","-","O32","H34","O32:H34","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O32-1-wzx-origin;O32-2-wzy-origin;H34-5-fliC;","100;100;100;","100;100;100;","NZ_CP102853.1;NZ_CP102853.1;NZ_CP102853.1;","1819244-1820701;1820705-1821916;1937789-1939426;","1458;1212;1638;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5122513,5185309,5333442,43,62796,0.01211,0.039548
"GCF_024734835.1_ASM2473483v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O25","H4","O25:H4","-","Based on 3 allele(s)","wzx:0.96;wzy:0.957;fliC:1;","O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;","96.032;95.673;100;","100;100;100;","NZ_CP102947.1;NZ_CP102947.1;NZ_CP102947.1;","1891773-1893032;1895185-1896247;2061851-2062900;","1260;1063;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4989117,5072655,5237804,49,83538,0.016468,0.047479
"GCF_024735225.1_ASM2473522v1","ecoli_achtman_4","6388","adk(43)","fumC(41)","gyrB(15)","icd(90)","mdh(11)","purA(8)","recA(457)","-","O9/O160","H25","O9/O160:H25","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O9-1-wzm-origin;O9-17-wzt;H25-2-fliC-origin;","100;100;100;","100;100;100;","NZ_CP102675.1;NZ_CP102675.1;NZ_CP102675.1;","4694430-4695215;4695218-4696513;4809686-4811017;","786;1296;1332;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5028765,5101324,5258279,46,72559,0.014224,0.043648
"GCF_024735245.1_ASM2473524v1","ecoli_achtman_4","6388","adk(43)","fumC(41)","gyrB(15)","icd(90)","mdh(11)","purA(8)","recA(457)","-","O9/O160","H25","O9/O160:H25","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O9-1-wzm-origin;O9-17-wzt;H25-2-fliC-origin;","100;100;100;","100;100;100;","NZ_CP102679.1;NZ_CP102679.1;NZ_CP102679.1;","1599272-1600057;1600060-1601355;1714528-1715859;","786;1296;1332;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5024573,5100972,5280905,46,76399,0.014977,0.048539
"GCF_024760205.1_ASM2476020v1","ecoli_achtman_4","410","adk(6)","fumC(4)","gyrB(12)","icd(1)","mdh(20)","purA(18)","recA(7)","-","O9/O104","H9","O9/O104:H9","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O9-1-wzm-origin;O9-17-wzt;H9-1-fliC-origin;","100;100;99.95;","100;100;100;","NZ_CP103295.1;NZ_CP103295.1;NZ_CP103295.1;","3225032-3225817;3223734-3225029;3074826-3076838;","786;1296;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4756565,4795743,4897125,54,39178,0.008169,0.028703
"GCF_024917235.1_ASM2491723v1","ecoli_achtman_4","44","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(7)","-","O89","H4","O89:H4","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H4-15-fliC;","94.103;93.625;100;","100;100;100;","NZ_CP103570.1;NZ_CP103570.1;NZ_CP103570.1;","3323035-3323814;3322276-3323028;1952026-1953075;","780;753;1050;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4812808,4876708,5034255,71,63900,0.013103,0.043988
"GCF_024917275.1_ASM2491727v1","ecoli_achtman_4","224","adk(6)","fumC(4)","gyrB(33)","icd(16)","mdh(11)","purA(8)","recA(6)","-","O8","H23","O8:H23","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O8-16-wzm;O8-32-wzt;H23-2-fliC;","100;100;99.943;","100;100;100;","NZ_CP103609.1;NZ_CP103609.1;NZ_CP103609.1;","3054188-3054982;3052974-3054188;2916116-2917882;","795;1215;1767;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4826689,4881321,4990405,52,54632,0.011192,0.032806
"GCF_024917335.1_ASM2491733v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O25","H4","O25:H4","-","Based on 3 allele(s)","wzx:0.96;wzy:0.957;fliC:1;","O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;","96.032;95.673;100;","100;100;100;","NZ_CP103557.1;NZ_CP103557.1;NZ_CP103557.1;","1999386-2000645;2002798-2003860;2211338-2212387;","1260;1063;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5213373,5300097,5466614,50,86724,0.016363,0.046325
"GCF_024917355.1_ASM2491735v1","ecoli_achtman_4","44","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(7)","-","O89","H4","O89:H4","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H4-15-fliC;","94.103;93.625;100;","100;100;100;","NZ_CP103596.1;NZ_CP103596.1;NZ_CP103596.1;","3345923-3346702;3345164-3345916;1890610-1891659;","780;753;1050;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4773136,4851188,5014752,71,78052,0.016089,0.048181
"GCF_024917375.1_ASM2491737v1","ecoli_achtman_4","38","adk(4)","fumC(26)","gyrB(2)","icd(25)","mdh(5)","purA(5)","recA(19)","-","O99","H30","O99:H30","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O99-1-wzm-origin;O99-2-wzt-origin;H30-2-fliC;","100;100;100;","100;100;100;","NZ_CP103559.1;NZ_CP103559.1;NZ_CP103559.1;","1868146-1868940;1868942-1870243;2047682-2049394;","795;1302;1713;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5050771,5156723,5337609,26,105952,0.020546,0.053739
"GCF_024917455.1_ASM2491745v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O25","H4","O25:H4","-","Based on 3 allele(s)","wzx:0.96;wzy:0.957;fliC:1;","O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;","95.952;95.673;100;","100;100;100;","NZ_CP103592.1;NZ_CP103592.1;NZ_CP103592.1;","1914444-1915703;1917856-1918918;2085297-2086346;","1260;1063;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5066238,5166883,5331698,50,100645,0.019479,0.049789
"GCF_024917475.1_ASM2491747v1","ecoli_achtman_4","405","adk(35)","fumC(37)","gyrB(29)","icd(25)","mdh(4)","purA(5)","recA(73)","-","O102","H6","O102:H6","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O102-6-wzx;O102-9-wzy;H6-17-fliC;","100;100;100;","100;100;100;","NZ_CP103633.1;NZ_CP103633.1;NZ_CP103633.1;","1966712-1967899;1968902-1970032;2112629-2114281;","1188;1131;1653;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5061189,5161890,5347070,27,100701,0.019509,0.053465
"GCF_024917535.1_ASM2491753v1","ecoli_achtman_4","1193","adk(14)","fumC(14)","gyrB(10)","icd(200)","mdh(17)","purA(7)","recA(10)","-","O75","H5","O75:H5","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:1;","O75-6-wzx;O75-11-wzy;H5-6-fliC;","100;99.907;100;","100;100;100;","NZ_CP103589.1;NZ_CP103589.1;NZ_CP103589.1;","1945981-1947513;1940010-1941082;2254544-2255853;","1533;1074;1310;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5154308,5243273,5376050,60,88965,0.016967,0.041246
"GCF_024917655.1_ASM2491765v1","ecoli_achtman_4","405","adk(35)","fumC(37)","gyrB(29)","icd(25)","mdh(4)","purA(5)","recA(73)","-","O102","H6","O102:H6","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O102-6-wzx;O102-9-wzy;H6-17-fliC;","100;100;100;","100;100;100;","NZ_CP103762.1;NZ_CP103762.1;NZ_CP103762.1;","1924674-1925861;1926864-1927994;2069828-2071480;","1188;1131;1653;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5187667,5254892,5402128,32,67225,0.012793,0.039699
"GCF_024917715.1_ASM2491771v1","ecoli_achtman_4","68","adk(33)","fumC(26)","gyrB(2)","icd(31)","mdh(5)","purA(16)","recA(19)","-","O153","H6","O153:H6","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O153-3-wzx-origin;O153-4-wzy-origin;H6-17-fliC;","100;100;99.637;","100;100;100;","NZ_CP103479.1;NZ_CP103479.1;NZ_CP103479.1;","2013850-2015028;2011715-2012893;2190952-2192598;","1179;1179;1653;","v1.0 (11-03-2020)","High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,5228799,5321253,5494823,24,92454,0.017374,0.048414
"GCF_024917735.1_ASM2491773v1","ecoli_achtman_4","410","adk(6)","fumC(4)","gyrB(12)","icd(1)","mdh(20)","purA(18)","recA(7)","-","O15","H6","O15:H6","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O15-1-wzx-origin;O15-2-wzy-origin;H6-17-fliC;","100;100;100;","100;100;100;","NZ_CP103533.1;NZ_CP103533.1;NZ_CP103533.1;","1858858-1860102;1861135-1862313;2006602-2008254;","1245;1179;1653;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4928734,4989726,5125831,55,60992,0.012224,0.038452
